DATE,ALLSKY_SFC_SW_DWN,T2M
2022-11-21,0.7032,3.43
2022-11-22,0.5633,6.05
2022-11-23,0.8534,7.53
2022-11-24,1.0886,8.5
2022-11-25,1.1088,8.32
2022-11-26,0.773,7.22
2022-11-27,0.2671,6.08
2022-11-28,0.4606,8.21
2022-11-29,0.6511,7.59
2022-11-30,0.6917,6.26
2022-12-01,0.8546,5.1
2022-12-02,0.5597,2.5
2022-12-03,0.3727,1.64
2022-12-04,0.2333,1.3
2022-12-05,0.3732,5.34
2022-12-06,0.6362,5.26
2022-12-07,0.6319,5.13
2022-12-08,0.6382,3.6
2022-12-09,0.6888,0.13
2022-12-10,0.45,1.04
2022-12-11,0.4774,0.69
2022-12-12,0.8477,-1.48
2022-12-13,0.9211,-1.46
2022-12-14,0.9679,-1.11
2022-12-15,0.8196,2.14
2022-12-16,0.7788,0.37
2022-12-17,0.72,-2.13
2022-12-18,0.4303,-2.89
2022-12-19,0.3444,4.45
2022-12-20,0.2155,6.42
2022-12-21,0.5429,5.47
2022-12-22,0.6847,6.77
2022-12-23,0.4553,6.69
2022-12-24,0.6535,7.14
2022-12-25,0.2698,6.79
2022-12-26,0.7092,6.18
2022-12-27,0.569,5.4
2022-12-28,0.2765,8.13
2022-12-29,0.6814,8.42
2022-12-30,0.3494,7.24
2022-12-31,0.2966,11.63
