ALLSKY_SFC_SW_DWN,T2M,TEMP_7DAY_AVG,SOLAR_7DAY_AVG,Performance_Ratio,Actual,Predicted,Anomaly_Probability,Maintenance_Status,Health_Index,Severity_Score,Recommended_Action,Maintenance_Priority,Expected_kWh,Energy_Loss_kWh,Revenue_Loss_INR,Estimated_Performance_Loss_%,Maintenance_Due,Next_Inspection_Window,Fault_Streak,Probable_Root_Cause
0.1896,9.43,6.8671428571428565,0.3761428571428571,5.274261603375527,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,0.7359396807463283,0.009787997753926136,0.1,1.33,NO,Routine monthly check,0,Low irradiance conditions
0.6478,6.75,6.872857142857143,0.4378285714285714,0.0,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,2.443697563157307,2.435633361198888,24.36,99.67,YES,Within 24 hours,1,Low irradiance conditions
0.5376,5.18,6.695714285714287,0.4557285714285714,7.440476190476191,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,2.1176211728059875,0.021176211728060057,0.21,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.4668,6.43,6.737142857142857,0.4930714285714286,8.56898029134533,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,1.8152955419737336,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.889,6.32,6.924285714285714,0.5445714285714286,1.124859392575928,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,3.4904835835789405,3.4670973435689616,34.67,99.33,YES,Within 24 hours,1,Low irradiance conditions
0.4814,9.05,7.341428571428572,0.5184714285714286,6.231823847112588,0,0,0.03666666666666667,HEALTHY,96.33,3.7,System operating normally,LOW,1.9430370919642128,0.07130946127508664,0.71,3.67,NO,Routine monthly check,0,Low irradiance conditions
0.3082,8.3,7.35142857142857,0.5029142857142858,0.0,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,1.1925454211550428,1.1806199669434925,11.81,99.0,YES,Within 24 hours,1,Low irradiance conditions
1.0308,6.34,6.910000000000001,0.6230857142857141,0.9701202949165696,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,3.9183110368906213,3.879127926521715,38.79,99.0,YES,Within 24 hours,2,Low irradiance conditions
0.3588,6.94,6.937142857142858,0.5818,13.935340022296543,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,1.4786768891920192,0.009907135157586566,0.1,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.9413,5.24,6.945714285714286,0.6394714285714286,2.124721130351641,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,3.7591609826041044,3.721569372778063,37.22,99.0,YES,Within 24 hours,1,Low irradiance conditions
1.2055,5.08,6.752857142857143,0.745,4.977187888842804,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,4.735215051476866,0.06297836018464231,0.63,1.33,NO,Routine monthly check,0,Low irradiance conditions
0.7094,4.33,6.46857142857143,0.7193428571428572,4.22892585283338,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,2.886529703457228,0.019339749013163487,0.19,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.8318,3.66,5.698571428571428,0.7694,3.606636210627555,0,0,0.20666666666666667,HEALTHY,79.33,20.7,System operating normally,LOW,3.390263653021759,0.7007674970795974,7.01,20.67,NO,Routine monthly check,0,Low irradiance conditions
0.5035,5.12,5.244285714285715,0.7973,5.958291956305859,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,2.1187003555962427,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.6571,4.24,4.944285714285714,0.7439142857142856,1.5218383807639628,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,2.72751241427776,2.6912364991678657,26.91,98.67,YES,Within 24 hours,1,Low irradiance conditions
0.5242,2.3,4.281428571428571,0.7675428571428571,3.8153376573826794,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,2.1861859503238823,0.029076273139307496,0.29,1.33,NO,Routine monthly check,0,Low irradiance conditions
0.3022,1.72,3.778571428571429,0.6762428571428571,3.3090668431502315,0,1,0.5133333333333333,INSPECTION ADVISED,48.67,51.3,Schedule preventive maintenance,MEDIUM,1.2665122701518001,0.650100748268919,6.5,51.33,YES,Within 7 days,1,Low irradiance conditions
0.8237,4.46,3.69,0.6216999999999999,1.2140342357654486,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,3.42901288137281,3.42901288137281,34.29,100.0,YES,Within 24 hours,2,Low irradiance conditions
0.7546,6.68,4.025714285714286,0.6281571428571429,6.626027034190299,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.2619352037534073,0.010764386172386065,0.11,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.641,5.31,4.261428571428572,0.6009,3.1201248049922,1,1,0.72,MAINTENANCE REQUIRED,28.0,72.0,Immediate panel cleaning and inspection,HIGH,2.703466899050754,1.9464961673165428,19.46,72.0,YES,Within 24 hours,1,Low irradiance conditions
0.8863,5.38,4.298571428571429,0.6555857142857143,4.513144533453684,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.7820181210756534,0.01248065979954971,0.12,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.9379,7.17,4.717142857142858,0.6957000000000001,4.264846998613925,0,0,0.04666666666666667,HEALTHY,95.33,4.7,System operating normally,LOW,3.997587072898951,0.18668731630438096,1.87,4.67,NO,Routine monthly check,0,Low irradiance conditions
0.5016,9.07,5.684285714285714,0.6924714285714285,3.987240829346092,0,0,0.1,HEALTHY,90.0,10.0,System operating normally,LOW,2.1174265883266674,0.21174265883266674,2.12,10.0,NO,Routine monthly check,0,Low irradiance conditions
1.1038,9.07,6.734285714285714,0.8069857142857142,1.811922449719152,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,4.590518504314786,4.575369793250547,45.75,99.67,YES,Within 24 hours,1,Low irradiance conditions
0.5681,7.74,7.202857142857143,0.7704714285714286,3.520506953001232,0,0,0.37666666666666665,HEALTHY,62.33,37.7,System operating normally,LOW,2.341629240361575,0.8820917348442052,8.82,37.67,NO,Routine monthly check,0,Low irradiance conditions
1.0762,8.09,7.404285714285714,0.8164142857142858,1.858390633711206,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,4.415605644542389,4.415605644542389,44.16,100.0,YES,Within 24 hours,1,Low irradiance conditions
0.8784,5.52,7.434285714285714,0.8503285714285714,2.276867030965392,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,3.5281556864339327,3.5281556864339327,35.28,100.0,YES,Within 24 hours,2,Low irradiance conditions
1.7729,5.05,7.387142857142857,0.9769857142857142,1.1280952112358285,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,7.075825212239771,6.981716736916982,69.82,98.67,YES,Within 24 hours,3,Low irradiance conditions
1.2401,5.66,7.171428571428572,1.0201571428571428,2.4191597451818403,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,4.738142714101896,4.72250684314536,47.23,99.67,YES,Within 24 hours,4,Low irradiance conditions
1.9445,3.53,6.38,1.2262857142857142,3.0856261249678583,0,0,0.32666666666666666,HEALTHY,67.33,32.7,System operating normally,LOW,7.318699646327186,2.3910191744550913,23.91,32.67,NO,Routine monthly check,0,Low irradiance conditions
0.6283,5.08,5.8100000000000005,1.1583571428571429,12.73277096928219,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,2.5209985331824663,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.5107,8.27,5.885714285714285,1.1501571428571429,3.9161934599569217,0,0,0.07,HEALTHY,93.0,7.0,System operating normally,LOW,2.115805534876576,0.14810638744136018,1.48,7.0,NO,Routine monthly check,0,Low irradiance conditions
1.1462,7.27,5.768571428571429,1.1601571428571429,1.7448961786773685,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,4.531042339778221,4.5160899000569525,45.16,99.67,YES,Within 24 hours,1,Low irradiance conditions
1.2146,5.57,5.775714285714286,1.2081857142857142,2.469948954388276,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,4.554504878521656,4.463414780951223,44.63,98.0,YES,Within 24 hours,2,Low irradiance conditions
1.3908,5.07,5.778571428571429,1.1536000000000002,2.876042565429968,0,1,0.6533333333333333,INSPECTION ADVISED,34.67,65.3,Schedule preventive maintenance,MEDIUM,5.296404171050371,3.4601408449472073,34.6,65.33,YES,Within 7 days,3,Low irradiance conditions
0.8045,4.2,5.569999999999999,1.0913714285714284,9.944064636420135,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.163223461085222,0.01043863742158102,0.1,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.2259,6.2,5.951428571428572,0.9887142857142858,3.262908883269435,0,0,0.49666666666666665,INSPECTION ADVISED,50.33,49.7,Schedule preventive maintenance,MEDIUM,4.953464645880721,2.460385889608954,24.6,49.67,YES,Within 7 days,1,Low irradiance conditions
1.1681,8.63,6.458571428571429,1.0658285714285711,3.424364352367092,0,0,0.2866666666666667,HEALTHY,71.33,28.7,System operating normally,LOW,4.815473658812043,1.380596297981413,13.81,28.67,NO,Routine monthly check,0,Low irradiance conditions
0.5508,10.4,6.762857142857143,1.0715571428571429,7.262164124909224,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,2.148144724128689,0.02857032483091171,0.29,1.33,NO,Routine monthly check,0,Low irradiance conditions
1.6826,7.7,6.824285714285715,1.1481857142857144,2.377273267562106,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,6.5763803355293815,6.554678280422134,65.55,99.67,YES,Within 24 hours,1,Low irradiance conditions
1.6675,6.98,7.025714285714286,1.2128857142857143,3.598200899550225,0,0,0.14,HEALTHY,86.0,14.0,System operating normally,LOW,6.440713846328321,0.9016999384859652,9.02,14.0,NO,Routine monthly check,0,Low irradiance conditions
1.6171,5.78,7.127142857142857,1.2452142857142856,4.328736627295776,0,0,0.03,HEALTHY,97.0,3.0,System operating normally,LOW,6.2514241279873515,0.18754272383962078,1.88,3.0,NO,Routine monthly check,0,Low irradiance conditions
1.1357,7.43,7.588571428571429,1.2925285714285717,5.283085321827948,0,0,0.02666666666666667,HEALTHY,97.33,2.7,System operating normally,LOW,4.453881188614847,0.1189186277360168,1.19,2.67,NO,Routine monthly check,0,Low irradiance conditions
1.2086,6.98,7.700000000000001,1.2900571428571428,1.6548072149594573,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,4.566400480477889,4.535805597258688,45.36,99.33,YES,Within 24 hours,1,Low irradiance conditions
1.0546,8.6,7.695714285714286,1.273842857142857,4.741134079271762,0,0,0.05333333333333334,HEALTHY,94.67,5.3,System operating normally,LOW,4.097717995731436,0.21840836917248563,2.18,5.33,NO,Routine monthly check,0,Low irradiance conditions
0.9022,7.47,7.277142857142857,1.324042857142857,1.108401684770561,1,1,0.9733333333333334,MAINTENANCE REQUIRED,2.67,97.3,Immediate panel cleaning and inspection,HIGH,3.4241511362011887,3.332726300864617,33.33,97.33,YES,Within 24 hours,1,Low irradiance conditions
0.4853,6.71,7.135714285714285,1.153,2.06058108386565,1,1,0.9833333333333333,MAINTENANCE REQUIRED,1.67,98.3,Immediate panel cleaning and inspection,HIGH,1.8216796833135527,1.7912576326022163,17.91,98.33,YES,Within 24 hours,2,Low irradiance conditions
1.8775,5.97,6.991428571428571,1.1829999999999998,0.5326231691078562,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,7.004961876378358,6.981845502186309,69.82,99.67,YES,Within 24 hours,3,Low irradiance conditions
1.8108,4.09,6.75,1.2106714285714286,2.76121051468964,0,1,0.7433333333333333,MAINTENANCE REQUIRED,25.67,74.3,Immediate panel cleaning and inspection,HIGH,6.522823518156405,4.848414721045655,48.48,74.33,YES,Within 24 hours,4,Low irradiance conditions
0.8129,2.89,6.101428571428571,1.1645571428571428,6.150818058801821,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,3.0103319995953277,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
1.5864,4.66,5.7700000000000005,1.2185285714285714,1.2607160867372669,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,5.702769468050624,5.626922634125551,56.27,98.67,YES,Within 24 hours,1,Low irradiance conditions
1.5029,7.68,5.638571428571429,1.2825714285714285,3.326901324106727,0,0,0.09333333333333334,HEALTHY,90.67,9.3,System operating normally,LOW,5.355616834837552,0.499679050690343,5.0,9.33,NO,Routine monthly check,0,Low irradiance conditions
2.4346,6.11,5.444285714285714,1.501485714285714,2.053725457980777,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,8.518838829868013,8.348462053270653,83.48,98.0,YES,Within 24 hours,1,Normal environmental variation
0.8957,4.63,5.147142857142858,1.5601142857142858,5.582226191805292,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,3.246686807667365,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
2.7888,4.93,4.998571428571428,1.6903,1.0757314974182444,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,9.881430970983768,9.848822248779522,98.49,99.67,YES,Within 24 hours,1,Normal environmental variation
2.7298,5.81,5.244285714285715,1.8215857142857144,2.564290424206902,1,1,0.92,MAINTENANCE REQUIRED,8.0,92.0,Immediate panel cleaning and inspection,HIGH,9.736611070730929,8.957682185072454,89.58,92.0,YES,Within 24 hours,2,Normal environmental variation
1.5986,4.84,5.522857142857142,1.9338285714285717,4.37883147754285,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,5.813869986623886,0.038952928910379825,0.39,0.67,NO,Routine monthly check,0,Low irradiance conditions
1.8787,5.84,5.691428571428572,1.9755857142857145,0.5322829616223984,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,6.795240198761699,6.749712089429996,67.5,99.33,YES,Within 24 hours,1,Low irradiance conditions
3.0055,6.3,5.494285714285715,2.190242857142857,1.3308933621693562,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,10.761839028171185,10.761839028171185,107.62,100.0,YES,Within 24 hours,2,Normal environmental variation
1.523,7.68,5.718571428571429,2.060014285714286,4.596191726854892,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,5.5301153738693225,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
2.2603,7.07,6.067142857142857,2.254957142857143,0.8848382958014422,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,7.314638493385843,7.314638493385843,73.15,100.0,YES,Within 24 hours,1,Normal environmental variation
1.0639,8.96,6.642857142857143,2.0085428571428574,8.459441676849327,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.6040439540488793,0.011893345048361148,0.12,0.33,NO,Routine monthly check,0,Low irradiance conditions
3.1625,9.18,7.124285714285714,2.070357142857143,0.6324110671936759,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,10.595940120066814,10.455014116469926,104.55,98.67,YES,Within 24 hours,1,Normal environmental variation
3.3386,7.99,7.574285714285715,2.318928571428572,2.99526747738573,0,0,0.34,HEALTHY,66.0,34.0,System operating normally,LOW,11.244423219253571,3.8231038945462137,38.23,34.0,NO,Routine monthly check,0,Normal environmental variation
2.4396,6.42,7.657142857142857,2.3990571428571426,4.099032628299721,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,8.316039811329992,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.0362,6.71,7.715714285714285,2.403442857142857,2.6348725380409723,0,1,0.9166666666666666,MAINTENANCE REQUIRED,8.33,91.7,Immediate panel cleaning and inspection,HIGH,9.609974130221106,8.809463285173688,88.09,91.67,YES,Within 24 hours,1,Normal environmental variation
1.5242,8.74,7.867142857142857,2.403614285714286,3.280409395092508,0,0,0.07,HEALTHY,93.0,7.0,System operating normally,LOW,4.825183513688084,0.3377628459581654,3.38,7.0,NO,Routine monthly check,0,Low irradiance conditions
3.5779,7.38,7.911428571428572,2.5918428571428573,1.6769613460409738,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,11.118212259554767,11.00703013695922,110.07,99.0,YES,Within 24 hours,1,Normal environmental variation
2.9148,7.56,7.711428571428571,2.856257142857143,2.7446136956223413,0,1,0.76,MAINTENANCE REQUIRED,24.0,76.0,Immediate panel cleaning and inspection,HIGH,8.618724565278393,6.5502306696115795,65.5,76.0,YES,Within 24 hours,2,Normal environmental variation
2.1163,8.11,7.558571428571428,2.7068,8.032887586826066,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,6.656618828868648,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
1.5794,7.64,7.508571428571428,2.4554857142857145,8.230973787514246,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,5.211751384055788,0.017198779567383582,0.17,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.849,6.28,7.488571428571428,2.371114285714285,4.326663061114116,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,6.101257731127315,0.02013415051272016,0.2,0.33,NO,Routine monthly check,0,Low irradiance conditions
4.2031,4.38,7.155714285714287,2.5378142857142856,0.4758392614974661,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,13.195713448387037,13.107302168282844,131.07,99.33,YES,Within 24 hours,1,Possible panel soiling or degradation
4.6126,3.73,6.44,2.9790142857142854,3.685556952694793,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,14.793581131247677,0.04881881773311747,0.49,0.33,NO,Routine monthly check,0,Normal environmental variation
4.8977,3.54,5.891428571428571,3.1675571428571425,4.287726892214713,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,15.633935221112733,0.051591986229672315,0.52,0.33,NO,Routine monthly check,0,Normal environmental variation
4.7995,4.2,5.411428571428572,3.4368000000000003,4.3754557766434,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,15.843145464538988,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.9382,4.34,4.872857142857143,3.839928571428572,4.252561662144101,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,16.661808664307323,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.8242,4.66,4.4471428571428575,4.303471428571429,4.353053355996849,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,16.89151587754838,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.4623,6.4,4.464285714285714,4.6768,4.481993590749165,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,15.880309577316563,0.1588030957731661,1.59,1.0,NO,Routine monthly check,0,Normal environmental variation
4.399,6.64,4.7871428571428565,4.704785714285714,4.3191634462377815,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,15.386457670179121,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.1441,4.12,4.842857142857143,4.637857142857143,4.826138365386936,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,14.98740512168677,0.04945843690156515,0.49,0.33,NO,Routine monthly check,0,Normal environmental variation
3.5724,4.61,4.9957142857142856,4.448528571428572,4.198857910648304,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,13.023647762911413,0.042978037617606546,0.43,0.33,NO,Routine monthly check,0,Normal environmental variation
5.2999,3.97,4.962857142857144,4.520014285714286,1.6981452480235475,1,1,0.9833333333333333,MAINTENANCE REQUIRED,1.67,98.3,Immediate panel cleaning and inspection,HIGH,19.258655192160536,18.937035650451456,189.37,98.33,YES,Within 24 hours,1,Normal environmental variation
3.533,4.5,4.985714285714287,4.319271428571429,6.510048117746957,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,12.947400949695108,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.6466,6.64,5.268571428571428,4.151042857142857,6.033017056984589,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,13.966285963376327,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.3202,6.11,5.227142857142858,3.987885714285714,2.4094934040118066,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,12.69905924998208,12.69905924998208,126.99,100.0,YES,Within 24 hours,1,Normal environmental variation
5.1893,7.29,5.32,4.100785714285714,4.239492802497447,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,19.823867109863176,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.5483,9.89,6.144285714285715,4.301385714285714,3.7849431357352703,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,21.796856195248058,0.2898981873967976,2.9,1.33,NO,Routine monthly check,0,Normal environmental variation
4.5269,11.33,7.104285714285715,4.437742857142857,5.08073957896132,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,18.35005938190883,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.2546,11.24,8.142857142857142,4.431271428571429,2.85464164731854,1,1,0.6,INSPECTION ADVISED,40.0,60.0,Schedule preventive maintenance,MEDIUM,20.994796470139697,12.596877882083819,125.97,60.0,YES,Within 7 days,1,Normal environmental variation
4.9375,12.83,9.332857142857142,4.631914285714286,4.253164556962025,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,20.282191239109043,0.06693123108905752,0.67,0.33,NO,Routine monthly check,0,Normal environmental variation
5.3866,11.09,9.968571428571428,4.880485714285714,4.084208962982215,0,0,0.02,HEALTHY,98.0,2.0,System operating normally,LOW,21.341410119551004,0.4268282023910217,4.27,2.0,NO,Routine monthly check,0,Normal environmental variation
5.3314,9.44,10.444285714285714,5.167800000000001,4.3140638481449525,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,21.77698957230203,0.28963396131161545,2.9,1.33,NO,Routine monthly check,0,Normal environmental variation
5.5517,12.12,11.134285714285712,5.219571428571428,4.142875155357818,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,22.889213995689317,0.15335773377112005,1.53,0.67,NO,Routine monthly check,0,Normal environmental variation
4.1786,12.69,11.534285714285714,5.0239,5.26492126549562,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,17.390425525160815,0.0573884042330306,0.57,0.33,NO,Routine monthly check,0,Normal environmental variation
4.35,7.13,10.934285714285712,4.998628571428571,4.137931034482759,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,18.32169857566365,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.9602,6.57,10.267142857142858,4.813714285714285,6.817837482955406,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,17.14686999834681,0.05658467099454256,0.57,0.33,NO,Routine monthly check,0,Normal environmental variation
6.053,8.67,9.672857142857142,4.973071428571429,3.4693540393193456,0,0,0.02666666666666667,HEALTHY,97.33,2.7,System operating normally,LOW,26.569918443859322,0.7094168224510469,7.09,2.67,NO,Routine monthly check,0,Normal environmental variation
5.7835,10.95,9.652857142857142,5.029771428571428,3.976830638886488,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,25.62448684214254,0.08456080657906995,0.85,0.33,NO,Routine monthly check,0,Normal environmental variation
5.9796,9.25,9.625714285714285,5.122371428571428,3.5119405980333136,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,25.592216137155276,0.08445431325261055,0.84,0.33,NO,Routine monthly check,0,Normal environmental variation
4.2146,10.11,9.338571428571427,4.931357142857143,5.21994969866654,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,17.61514667953174,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.385,10.26,8.991428571428571,5.246557142857142,1.4095536413469067,1,1,0.9833333333333333,MAINTENANCE REQUIRED,1.67,98.3,Immediate panel cleaning and inspection,HIGH,26.065591731102895,25.630296349193475,256.3,98.33,YES,Within 24 hours,1,Normal environmental variation
6.4896,10.28,9.441428571428572,5.552214285714286,2.619575936883629,1,1,0.9266666666666666,MAINTENANCE REQUIRED,7.33,92.7,Immediate panel cleaning and inspection,HIGH,26.956335169015833,24.980435801126973,249.8,92.67,YES,Within 24 hours,2,Normal environmental variation
6.5198,11.42,10.134285714285712,5.917871428571429,3.8344734501058313,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,27.114142685718722,0.08947667086287225,0.89,0.33,NO,Routine monthly check,0,Normal environmental variation
6.5618,12.66,10.704285714285714,5.990557142857142,3.809930202078698,0,0,0.03,HEALTHY,97.0,3.0,System operating normally,LOW,27.18430282156219,0.8155290846468652,8.16,3.0,NO,Routine monthly check,0,Normal environmental variation
6.3146,13.54,11.074285714285711,6.066428571428572,4.117442118265607,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,26.105891296422893,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.1296,10.78,11.292857142857144,6.087857142857142,3.9154267815191854,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,25.272178788907084,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.3608,9.04,11.14,6.1087428571428575,6.42084021280499,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,18.28003663746028,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.547,10.07,11.11285714285714,6.131885714285715,4.124026271574767,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,27.366247573728785,0.09030861699330472,0.9,0.33,NO,Routine monthly check,0,Normal environmental variation
6.1001,11.67,11.31142857142857,6.076242857142857,4.262225209422796,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,25.48664244272398,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
1.3541,9.4,11.022857142857143,5.338285714285715,18.46244738202496,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,6.273021596825736,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
3.1872,10.65,10.735714285714284,4.8562,1.882530120481928,1,1,0.9766666666666667,MAINTENANCE REQUIRED,2.33,97.7,Immediate panel cleaning and inspection,HIGH,14.518978274205756,14.180686080416761,141.81,97.67,YES,Within 24 hours,1,Normal environmental variation
