ALLSKY_SFC_SW_DWN,T2M,TEMP_7DAY_AVG,SOLAR_7DAY_AVG,Performance_Ratio,Actual,Predicted,Anomaly_Probability,Maintenance_Status,Health_Index,Severity_Score,Recommended_Action,Maintenance_Priority,Expected_kWh,Energy_Loss_kWh,Revenue_Loss_INR,Estimated_Performance_Loss_%,Maintenance_Due,Next_Inspection_Window,Fault_Streak,Probable_Root_Cause
3.5662,13.41,14.274285714285714,3.3777857142857144,3.3649262520329764,0,0,0.17,HEALTHY,83.0,17.0,System operating normally,LOW,15.072708259898787,2.562360404182794,25.62,17.0,NO,Routine monthly check,0,Normal environmental variation
4.4558,15.3,14.292857142857144,3.3429857142857142,3.5908254409982496,0,0,0.07,HEALTHY,93.0,7.0,System operating normally,LOW,18.801324546585885,1.316092718261011,13.16,7.0,NO,Routine monthly check,0,Normal environmental variation
3.8374,17.49,14.46,3.371042857142857,4.430082868608954,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,16.20847692903033,0.21557274315610364,2.16,1.33,NO,Routine monthly check,0,Normal environmental variation
2.6993,16.15,14.75,3.424914285714286,3.334197754973512,0,0,0.2966666666666667,HEALTHY,70.33,29.7,System operating normally,LOW,11.36822680024668,3.3729528916331892,33.73,29.67,NO,Routine monthly check,0,Normal environmental variation
1.4772,14.98,14.93857142857143,3.189371428571428,8.800433252098564,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,6.463672451887519,0.021330119091228283,0.21,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.6452,16.04,15.305714285714284,2.9534857142857143,1.8234865061998544,1,1,0.8866666666666667,MAINTENANCE REQUIRED,11.33,88.7,Immediate panel cleaning and inspection,HIGH,7.092169215845536,6.288626443690237,62.89,88.67,YES,Within 24 hours,1,Low irradiance conditions
1.1654,16.09,15.637142857142855,2.692357142857143,4.290372404324695,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,5.04173926219151,0.06705513218714731,0.67,1.33,NO,Routine monthly check,0,Low irradiance conditions
2.4607,15.53,15.94,2.5344285714285717,1.2191652781728777,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,10.31034971842351,10.10414272405504,101.04,98.0,YES,Within 24 hours,1,Normal environmental variation
2.3254,15.62,15.985714285714286,2.2300857142857144,4.30033542616324,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,9.76284475905974,0.12984583529549454,1.3,1.33,NO,Routine monthly check,0,Normal environmental variation
1.2134,15.27,15.668571428571427,1.8552285714285712,6.593044338223175,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,5.192928700686423,0.017136664712264604,0.17,0.33,NO,Routine monthly check,0,Low irradiance conditions
3.0163,14.82,15.478571428571428,1.9005142857142856,1.9891920564930543,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,12.675606854342195,12.675606854342195,126.76,100.0,YES,Within 24 hours,1,Normal environmental variation
2.0393,14.7,15.438571428571429,1.9808142857142856,3.4325503849360075,0,0,0.13,HEALTHY,87.0,13.0,System operating normally,LOW,8.550034470604317,1.111504481178561,11.12,13.0,NO,Routine monthly check,0,Normal environmental variation
2.7127,11.92,14.85,2.133314285714285,1.843182069524828,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,11.215716442735909,11.17870457847488,111.79,99.67,YES,Within 24 hours,1,Normal environmental variation
2.6196,12.57,14.347142857142856,2.3410571428571427,3.4356390288593674,0,0,0.1,HEALTHY,90.0,10.0,System operating normally,LOW,10.656651697441225,1.065665169744122,10.66,10.0,NO,Routine monthly check,0,Normal environmental variation
1.0615,10.03,13.56142857142857,2.1411714285714285,3.7682524729156848,0,0,0.056666666666666664,HEALTHY,94.33,5.7,System operating normally,LOW,4.29890108825857,0.24374769170426092,2.44,5.67,NO,Routine monthly check,0,Low irradiance conditions
2.5181,10.27,12.79714285714286,2.1687000000000003,1.1913744489893174,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,10.091597898430898,10.058295625366076,100.58,99.67,YES,Within 24 hours,1,Normal environmental variation
0.8462,8.72,11.861428571428572,2.1162428571428573,8.272276057669583,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.5296607296588487,0.011647880407874123,0.12,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.5216,9.23,11.062857142857142,1.9027142857142856,1.971608832807571,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,6.1969576197625935,6.176507659617377,61.77,99.67,YES,Within 24 hours,1,Low irradiance conditions
1.4558,13.75,10.927142857142856,1.819357142857143,2.0607226267344414,1,1,0.9633333333333334,MAINTENANCE REQUIRED,3.67,96.3,Immediate panel cleaning and inspection,HIGH,5.901690272399829,5.685098239402755,56.85,96.33,YES,Within 24 hours,2,Low irradiance conditions
1.0781,11.84,10.915714285714284,1.585842857142857,5.565346442816065,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,4.378546736807028,0.02933626313660742,0.29,0.67,NO,Routine monthly check,0,Low irradiance conditions
2.2541,12.69,10.932857142857143,1.5336285714285718,2.661816245951821,1,1,0.9,MAINTENANCE REQUIRED,10.0,90.0,Immediate panel cleaning and inspection,HIGH,8.974670194452564,8.077203175007307,80.77,90.0,YES,Within 24 hours,1,Normal environmental variation
0.655,14.4,11.557142857142855,1.475557142857143,15.267175572519085,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,2.667743825529457,0.01787388363104725,0.18,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.8976,12.73,11.90857142857143,1.244057142857143,2.2281639928698755,1,1,0.97,MAINTENANCE REQUIRED,3.0,97.0,Immediate panel cleaning and inspection,HIGH,3.6938005715694566,3.582986554422373,35.83,97.0,YES,Within 24 hours,1,Low irradiance conditions
1.3877,14.87,12.787142857142856,1.3214142857142857,3.603084240109534,0,0,0.08333333333333333,HEALTHY,91.67,8.3,System operating normally,LOW,5.7038236105128695,0.4751285067557216,4.75,8.33,NO,Routine monthly check,0,Low irradiance conditions
0.8462,13.53,13.401428571428571,1.2249285714285716,8.272276057669583,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.6394187690300996,0.012010081937799288,0.12,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.32,14.21,13.467142857142855,1.2055285714285715,6.0606060606060606,0,0,0.05,HEALTHY,95.0,5.0,System operating normally,LOW,5.810919768197632,0.2905459884098818,2.91,5.0,NO,Routine monthly check,0,Low irradiance conditions
1.2182,12.98,13.63,1.2255428571428573,4.104416351994747,0,0,0.19666666666666666,HEALTHY,80.33,19.7,System operating normally,LOW,5.389550924922991,1.060124666932352,10.6,19.67,NO,Routine monthly check,0,Low irradiance conditions
1.7798,13.04,13.679999999999998,1.1577857142857142,3.933026182717159,0,0,0.19666666666666666,HEALTHY,80.33,19.7,System operating normally,LOW,7.633049086077754,1.5014207552314938,15.01,19.67,NO,Routine monthly check,0,Low irradiance conditions
1.3399,12.33,13.384285714285712,1.2556285714285715,5.224270467945368,0,0,0.04,HEALTHY,96.0,4.0,System operating normally,LOW,5.790090401822526,0.23160361607290092,2.32,4.0,NO,Routine monthly check,0,Low irradiance conditions
1.5742,11.7,13.237142857142857,1.3522857142857143,0.0,1,1,0.7366666666666667,MAINTENANCE REQUIRED,26.33,73.7,Immediate panel cleaning and inspection,HIGH,6.644795229276318,4.895220645407864,48.95,73.67,YES,Within 24 hours,1,Low irradiance conditions
1.1309,11.29,12.725714285714286,1.3156,4.421257405606155,0,0,0.17333333333333334,HEALTHY,82.67,17.3,System operating normally,LOW,4.813418768892526,0.834165472649075,8.34,17.33,NO,Routine monthly check,0,Low irradiance conditions
0.9929,12.05,12.514285714285714,1.3365571428571428,2.0143015409406786,1,1,0.9133333333333333,MAINTENANCE REQUIRED,8.67,91.3,Immediate panel cleaning and inspection,HIGH,4.173875453640593,3.8120004518099537,38.12,91.33,YES,Within 24 hours,1,Low irradiance conditions
1.4407,11.7,12.155714285714286,1.3538,1.388214062608454,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,5.9102214314216175,5.851119217107401,58.51,99.0,YES,Within 24 hours,2,Low irradiance conditions
1.5518,11.78,11.984285714285717,1.401457142857143,5.155303518494651,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,6.460189608825961,0.1078851664673941,1.08,1.67,NO,Routine monthly check,0,Low irradiance conditions
1.4275,13.67,12.074285714285717,1.3511285714285717,4.903677758318739,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,5.757304391895562,0.057573043918955236,0.58,1.0,NO,Routine monthly check,0,Low irradiance conditions
1.5857,13.11,12.185714285714283,1.386242857142857,5.045090496310777,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,6.5656300603065025,0.06565630060306482,0.66,1.0,NO,Routine monthly check,0,Low irradiance conditions
1.319,14.78,12.625714285714285,1.349785714285714,3.7907505686125855,0,0,0.11333333333333333,HEALTHY,88.67,11.3,System operating normally,LOW,5.439385408787288,0.6162823668155992,6.16,11.33,NO,Routine monthly check,0,Low irradiance conditions
1.8048,10.32,12.487142857142857,1.446057142857143,3.87854609929078,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,7.602750128651295,0.10111657671106222,1.01,1.33,NO,Routine monthly check,0,Low irradiance conditions
1.7964,9.33,12.098571428571429,1.5608428571428572,3.89668225339568,0,0,0.03333333333333333,HEALTHY,96.67,3.3,System operating normally,LOW,7.543194236439538,0.2511883680734366,2.51,3.33,NO,Routine monthly check,0,Low irradiance conditions
2.2296,7.96,11.564285714285711,1.6735428571428572,1.794043774668102,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,9.005565994418967,8.885791966693196,88.86,98.67,YES,Within 24 hours,1,Normal environmental variation
2.0988,5.72,10.698571428571428,1.7516857142857143,2.858776443682104,1,1,0.61,INSPECTION ADVISED,39.0,61.0,Schedule preventive maintenance,MEDIUM,8.538088504911155,5.208233987995804,52.08,61.0,YES,Within 7 days,2,Normal environmental variation
2.1682,4.63,9.407142857142857,1.8575,2.3060603265381423,1,1,0.9633333333333334,MAINTENANCE REQUIRED,3.67,96.3,Immediate panel cleaning and inspection,HIGH,8.738998138200339,8.418276906528387,84.18,96.33,YES,Within 24 hours,3,Normal environmental variation
0.4433,6.79,8.504285714285714,1.6943,22.558087074216104,0,0,0.03,HEALTHY,97.0,3.0,System operating normally,LOW,2.092831807057232,0.06278495421171693,0.63,3.0,NO,Routine monthly check,0,Low irradiance conditions
1.099,12.37,8.16,1.6628714285714286,1.8198362147406733,1,1,0.9566666666666667,MAINTENANCE REQUIRED,4.33,95.7,Immediate panel cleaning and inspection,HIGH,5.129217763577391,4.90712263441449,49.07,95.67,YES,Within 24 hours,1,Low irradiance conditions
0.9302,9.96,8.108571428571429,1.537928571428571,4.300150505267684,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,4.3578921699576645,0.029197877538716277,0.29,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.8374,9.35,8.111428571428572,1.4009285714285713,2.3883448770002387,1,1,0.9633333333333334,MAINTENANCE REQUIRED,3.67,96.3,Immediate panel cleaning and inspection,HIGH,3.956545065081019,3.8113398611925455,38.11,96.33,YES,Within 24 hours,1,Low irradiance conditions
0.9005,9.25,8.295714285714286,1.211057142857143,6.662965019433648,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,4.20637360709956,0.013881032903428014,0.14,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.2835,8.17,8.645714285714286,1.0945857142857145,3.895597974289053,0,0,0.07333333333333333,HEALTHY,92.67,7.3,System operating normally,LOW,6.077740015479638,0.4454983431346573,4.45,7.33,NO,Routine monthly check,0,Low irradiance conditions
0.5047,7.31,9.028571428571428,0.8569428571428571,7.925500297206261,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,2.4885641247230423,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
1.5569,5.68,8.87,1.0160285714285713,1.9269060312158777,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,7.487906783039951,7.38831762282552,73.88,98.67,YES,Within 24 hours,1,Low irradiance conditions
0.829,7.13,8.121428571428572,0.9774571428571428,8.443908323281063,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,4.1468519719498005,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
1.6229,4.58,7.352857142857142,1.0764142857142855,3.0809045535769304,1,0,0.38333333333333336,HEALTHY,61.67,38.3,System operating normally,LOW,7.458888889873115,2.858992111488365,28.59,38.33,NO,Routine monthly check,0,Low irradiance conditions
0.3509,5.43,6.792857142857143,1.0069142857142857,19.948703334283277,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,1.8200163964646552,0.006006054108333325,0.06,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.799,5.54,6.262857142857143,0.9924142857142858,1.2515644555694618,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,4.081552155185152,3.999921112081449,40.0,98.0,YES,Within 24 hours,1,Low irradiance conditions
0.9305,7.14,6.115714285714286,0.9419857142857142,7.522837184309511,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,4.73005187599232,0.047300518759922916,0.47,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.6132,5.44,5.848571428571428,0.9574857142857144,4.892367906066537,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,3.093227940072304,0.05165690659920763,0.52,1.67,NO,Routine monthly check,0,Low irradiance conditions
0.3475,4.22,5.640000000000001,0.7847142857142858,8.633093525179858,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,1.8053872313577009,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.4858,4.1,5.207142857142856,0.7356857142857143,4.116920543433512,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,2.5268832353245707,0.00833871467657099,0.08,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.2348,4.25,5.159999999999999,0.6802428571428571,3.239390994493036,1,1,0.56,INSPECTION ADVISED,44.0,56.0,Schedule preventive maintenance,MEDIUM,6.3411006708331366,3.5510163756665563,35.51,56.0,YES,Within 7 days,1,Low irradiance conditions
0.4291,6.97,5.38,0.6914142857142858,6.991377301328362,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,2.3035684303972297,0.007601775820310852,0.08,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.995,6.19,5.472857142857143,0.7194142857142857,0.0,1,1,0.9833333333333333,MAINTENANCE REQUIRED,1.67,98.3,Immediate panel cleaning and inspection,HIGH,5.194891781432101,5.108137088682185,51.08,98.33,YES,Within 24 hours,1,Low irradiance conditions
1.1899,2.24,4.772857142857142,0.7564714285714286,5.042440541221952,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,6.3325701375287835,0.020897481453844513,0.21,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.5726,2.83,4.4,0.7506714285714285,8.732099196646875,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,3.187510115097338,0.010518783379821262,0.11,0.33,NO,Routine monthly check,0,Low irradiance conditions
1.0061,5.64,4.602857142857142,0.8447571428571428,2.981810953185568,1,1,0.8266666666666667,MAINTENANCE REQUIRED,17.33,82.7,Immediate panel cleaning and inspection,HIGH,5.527796265912522,4.5698291730298815,45.7,82.67,YES,Within 24 hours,1,Low irradiance conditions
0.5242,5.21,4.761428571428572,0.8502428571428571,7.630675314765357,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,2.9277519166006054,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.9221,6.15,5.032857142857142,0.8055714285714285,2.1689621516104545,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,5.061692865909295,5.044989279451794,50.45,99.67,YES,Within 24 hours,1,Low irradiance conditions
0.7937,6.47,4.961428571428571,0.8576571428571428,5.039687539372559,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,4.38990815503155,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.4315,8.31,5.264285714285714,0.7771571428571428,9.269988412514484,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,2.464148107473515,0.024641481074735072,0.25,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.4282,9.11,6.2457142857142856,0.6683428571428571,2.335357309668379,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,2.4230176309775735,2.374557278358022,23.75,98.0,YES,Within 24 hours,1,Low irradiance conditions
0.5232,8.69,7.082857142857143,0.6612857142857144,1.91131498470948,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,2.962630974796785,2.9427813472656466,29.43,99.33,YES,Within 24 hours,2,Low irradiance conditions
0.7889,5.91,7.121428571428572,0.630257142857143,1.2675877804537965,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,4.425319840317288,4.425319840317288,44.25,100.0,YES,Within 24 hours,3,Low irradiance conditions
1.0846,4.48,7.017142857142857,0.7103142857142857,4.609994468006638,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,6.167338375744626,0.020352216639957454,0.2,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.9089,2.19,6.451428571428572,0.7084285714285715,5.501155242600946,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,4.651490949467123,0.015349920133241213,0.15,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.912,6.04,6.390000000000001,0.7253285714285714,2.1929824561403506,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,4.678699510975667,4.663259802589447,46.63,99.67,YES,Within 24 hours,1,Low irradiance conditions
0.7385,6.06,6.0685714285714285,0.7691857142857144,4.062288422477995,0,0,0.043333333333333335,HEALTHY,95.67,4.3,System operating normally,LOW,3.7827625986316544,0.16379362052075086,1.64,4.33,NO,Routine monthly check,0,Low irradiance conditions
1.0186,3.36,5.247142857142856,0.8535285714285715,3.9269585705870806,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,5.269738670875939,0.03530724909486871,0.35,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.5083,3.17,4.458571428571429,0.8513999999999999,9.836710603974032,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,2.6834696534324443,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.1702,6.49,4.541428571428571,0.7630142857142858,17.626321974148063,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,0.9764363241773039,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
0.4886,8.18,5.07,0.6778714285714286,0.0,1,1,0.95,MAINTENANCE REQUIRED,5.0,95.0,Immediate panel cleaning and inspection,HIGH,2.6740151300852584,2.5403143735809954,25.4,95.0,YES,Within 24 hours,1,Low irradiance conditions
0.6662,8.71,6.001428571428571,0.6432,1.5010507355148603,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,3.6365294191283337,3.5881635778539267,35.88,98.67,YES,Within 24 hours,2,Low irradiance conditions
0.5753,6.87,6.119999999999999,0.5951000000000001,6.952894142186685,0,0,0.02666666666666667,HEALTHY,97.33,2.7,System operating normally,LOW,3.1117486192014794,0.08308368813267952,0.83,2.67,NO,Routine monthly check,0,Low irradiance conditions
0.6742,4.77,5.935714285714286,0.5859142857142857,1.483239394838327,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,3.6107854200389196,3.5746775658385306,35.75,99.0,YES,Within 24 hours,1,Low irradiance conditions
0.6103,5.9,6.298571428571429,0.5275857142857142,3.277076847452073,1,1,0.79,MAINTENANCE REQUIRED,21.0,79.0,Immediate panel cleaning and inspection,HIGH,2.9294023435228014,2.3142278513830132,23.14,79.0,YES,Within 24 hours,2,Low irradiance conditions
0.8201,4.5,6.488571428571428,0.5721285714285714,2.4387269845140835,1,1,0.9533333333333334,MAINTENANCE REQUIRED,4.67,95.3,Immediate panel cleaning and inspection,HIGH,3.9688824648632286,3.783535653754116,37.84,95.33,YES,Within 24 hours,3,Low irradiance conditions
0.1985,4.49,6.202857142857143,0.5761714285714286,10.075566750629722,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,0.9775333715990879,0.0032258601262770137,0.03,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.6082,6.1,5.905714285714287,0.5932571428571428,0.0,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,2.895957946825143,2.895957946825143,28.96,100.0,YES,Within 24 hours,1,Low irradiance conditions
0.6816,6.72,5.621428571428572,0.5954571428571429,2.9342723004694835,1,1,0.78,MAINTENANCE REQUIRED,22.0,78.0,Immediate panel cleaning and inspection,HIGH,3.115976475552971,2.4304616509313175,24.3,78.0,YES,Within 24 hours,2,Low irradiance conditions
0.3996,5.95,5.49,0.5703571428571428,5.005005005005005,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,1.8386253525618286,0.012318789862164392,0.12,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.3317,8.16,5.974285714285714,0.5214285714285715,3.014772384684956,1,1,0.6433333333333333,INSPECTION ADVISED,35.67,64.3,Schedule preventive maintenance,MEDIUM,1.5237227467960102,0.9802108430138733,9.8,64.33,YES,Within 7 days,1,Low irradiance conditions
0.6917,5.0,5.845714285714286,0.5330571428571428,4.337140378776927,0,0,0.15,HEALTHY,85.0,15.0,System operating normally,LOW,3.116248704042873,0.46743730560643115,4.67,15.0,NO,Routine monthly check,0,Low irradiance conditions
0.504,8.23,6.378571428571429,0.4878999999999999,5.9523809523809526,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,2.3706221582154225,0.023706221582154186,0.24,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.288,8.59,6.964285714285714,0.5006857142857143,6.944444444444445,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,1.372900470736892,0.013729004707369041,0.14,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.395,6.6,7.035714285714286,0.4702285714285714,0.0,1,1,0.9833333333333333,MAINTENANCE REQUIRED,1.67,98.3,Immediate panel cleaning and inspection,HIGH,1.7679984923173173,1.7384729174956182,17.38,98.33,YES,Within 24 hours,1,Low irradiance conditions
0.294,6.82,7.05,0.4148571428571428,3.4013605442176877,0,0,0.20333333333333334,HEALTHY,79.67,20.3,System operating normally,LOW,1.320039577742219,0.2683640461549932,2.68,20.33,NO,Routine monthly check,0,Low irradiance conditions
0.5014,6.96,7.194285714285715,0.4293999999999999,1.994415636218588,1,1,1.0,MAINTENANCE REQUIRED,0.0,100.0,Immediate panel cleaning and inspection,HIGH,2.157050484259456,2.157050484259456,21.57,100.0,YES,Within 24 hours,1,Low irradiance conditions
0.3091,6.74,6.991428571428571,0.4261714285714286,3.2351989647363317,1,0,0.37,HEALTHY,63.0,37.0,System operating normally,LOW,1.340751059920559,0.4960778921706068,4.96,37.0,NO,Routine monthly check,0,Low irradiance conditions
0.6202,6.58,7.217142857142858,0.4159571428571428,3.224766204450177,0,1,0.5733333333333334,INSPECTION ADVISED,42.67,57.3,Schedule preventive maintenance,MEDIUM,2.6526568389925376,1.5207681657944216,15.21,57.33,YES,Within 7 days,1,Low irradiance conditions
0.371,4.83,6.731428571428572,0.3969571428571428,2.6954177897574123,1,1,0.6833333333333333,INSPECTION ADVISED,31.67,68.3,Schedule preventive maintenance,MEDIUM,1.50549822907665,1.028706939928075,10.29,68.33,YES,Within 7 days,2,Low irradiance conditions
0.9732,2.41,5.848571428571428,0.4948428571428572,2.055076037813399,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,3.940101412838587,3.8612993845818155,38.61,98.0,YES,Within 24 hours,3,Low irradiance conditions
0.5458,0.66,5.0,0.5163857142857143,1.832172957127153,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,2.20828820593316,2.178917972794249,21.79,98.67,YES,Within 24 hours,4,Low irradiance conditions
0.4781,1.83,4.2871428571428565,0.5426857142857143,6.274837900020916,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,2.0141751883782213,0.02014175188378231,0.2,1.0,NO,Routine monthly check,0,Low irradiance conditions
0.9919,3.49,3.791428571428572,0.6127571428571429,3.024498437342474,1,1,0.79,MAINTENANCE REQUIRED,21.0,79.0,Immediate panel cleaning and inspection,HIGH,4.126328204426793,3.259799281497166,32.6,79.0,YES,Within 24 hours,1,Low irradiance conditions
0.9065,4.88,3.525714285714286,0.6980999999999999,4.4125758411472695,0,0,0.07666666666666666,HEALTHY,92.33,7.7,System operating normally,LOW,3.7381688795749226,0.28671755306339675,2.87,7.67,NO,Routine monthly check,0,Low irradiance conditions
0.3835,0.89,2.712857142857143,0.6642857142857144,5.215123859191656,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,1.6200867257861775,0.010854581062767377,0.11,0.67,NO,Routine monthly check,0,Low irradiance conditions
0.2712,2.78,2.4199999999999995,0.6500285714285713,3.687315634218289,0,0,0.20666666666666667,HEALTHY,79.33,20.7,System operating normally,LOW,1.1422882643336663,0.23611098423776877,2.36,20.67,NO,Routine monthly check,0,Low irradiance conditions
0.216,6.71,3.0342857142857143,0.5418571428571428,4.62962962962963,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,0.9148463448112124,0.01216745638598915,0.12,1.33,NO,Routine monthly check,0,Low irradiance conditions
0.4123,6.42,3.857142857142857,0.5227857142857143,2.425418384671356,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,1.6443994552552301,1.6333819789050201,16.33,99.33,YES,Within 24 hours,1,Low irradiance conditions
0.2054,6.14,4.472857142857143,0.4838285714285714,4.868549172346641,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,0.7318602423417249,0.0024151387997276563,0.02,0.33,NO,Routine monthly check,0,Low irradiance conditions
0.5285,5.01,4.69,0.4176285714285714,1.892147587511826,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,1.9164304028445387,1.9035903191454804,19.04,99.33,YES,Within 24 hours,1,Low irradiance conditions
0.6641,6.13,4.868571428571428,0.383,7.528986598403854,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,2.5415773482832265,0.05921875221499917,0.59,2.33,NO,Routine monthly check,0,Low irradiance conditions
0.4171,8.23,5.917142857142857,0.3878,4.795013186286262,0,0,0.02,HEALTHY,98.0,2.0,System operating normally,LOW,1.5662818214345489,0.031325636428690906,0.31,2.0,NO,Routine monthly check,0,Low irradiance conditions
